label,logr_classes,logr_distances,gini_classes,gini_distances,permutation_classes,permutation_distances,shap_classes,shap_distances
handstand-forearm-fang,"['handstand-forearm-fang', 'shoulder-mount', 'shoulder-mount-attitude', 'handstand-forearm-attitude']","[3.352060798352477e-14, 4.4443602747792244e-14, 3.677780173456233e-14, 3.4569380325662414e-14]","['handstand-forearm-fang', 'hook-knee-two-hands', 'reverse-grab-ballerina', 'split-grip-cupid']","[13.978879721624798, 18.806730741750282, 13.194843669298926, 8.622770799490143]","['handstand-forearm-fang', 'shoulder-mount-attitude', 'baseball-back-support-grip-tuck', 'leg-hold-inverted-crucifix']","[103.87923228408901, 157.9387094647563, 110.53928652663079, 141.22935385423912]","['handstand-forearm-fang', 'elbow-grip-fang', 'baseball-back-support-grip-tuck', 'shoulder-mount-tuck']","[18.071582334864956, 17.622310105105115, 31.396705654536422, 37.776621240841834]"
shoulder-mount-kick,"['shoulder-mount-kick', 'shoulder-mount-princess-grip-straddle', 'elbow-grip-straddle', 'shoulder-mount-hangman']","[6.134489579209324e-14, 2.2938098582174936e-14, 1.6552445507959115e-14, 1.840774080118393e-14]","['shoulder-mount-kick', 'handstand-forearm-bow-and-arrow', 'elbow-grip-straddle', 'crossed-knee-layback']","[24.27486898377694, 6.8605277112456085, 19.94593677549595, 9.102673688117964]","['shoulder-mount-kick', 'shoulder-mount-princess-grip-straddle', 'elbow-grip-straddle', 'thigh-hold-crescent-moon']","[181.39773058438715, 61.36937374552253, 114.68144842915625, 49.76291054815747]","['shoulder-mount-kick', 'split-grip-inverted-d', 'shoulder-mount-hangman', 'armpit-hold-forward-pike']","[44.99434650603991, 13.108986638154875, 18.7364136284729, 27.28260037757556]"
crossed-knee-release,"['crossed-knee-release', 'strong-hold-inverted-tuck', 'crossed-knee-layback', 'knee-hold-marley']","[1.822711223598641e-14, 6.0341841732964e-14, 2.3634188324170085e-14, 5.212567612805273e-14]","['crossed-knee-release', 'split-grip-stag', 'reverse-grab-ballerina', 'crossed-knee-layback']","[8.714480522597668, 23.466870534074914, 21.13623434908646, 13.967921610817374]","['crossed-knee-release', 'strong-hold-inverted-tuck', 'knee-hold-marley', 'knee-hold-one-knee-genie']","[58.91182401782572, 150.5318213522024, 97.93418338822671, 124.78719441545945]","['crossed-knee-release', 'thigh-hold-dragonfly-crossed', 'stomach-hold-inverted-tuck', 'knee-hold-genie']","[14.324555695104054, 37.100204366860865, 17.802490295783507, 28.50447125450217]"
reverse-grab-fang,"['reverse-grab-fang', 'reverse-grab-straddle', 'superman-scissors', 'bridge']","[4.869538543183825e-14, 1.739149598253316e-14, 5.2832745217350874e-14, 2.7563245911876936e-14]","['reverse-grab-fang', 'split-grip-front-split', 'reverse-grab-straddle', 'chair-pike']","[22.213191533142677, 5.003224333450086, 8.804848977023639, 7.200927247353981]","['reverse-grab-fang', 'knee-hook-back', 'one-hand-twisted-spin-rght', 'flag-grip-straddle']","[119.92491115866132, 113.97091390389859, 138.8872407737, 88.55405761415479]","['reverse-grab-fang', 'knee-hook-back', 'one-hand-twisted-spin-rght', 'stomach-hold-vertical-duchess']","[32.585514211532136, 28.45091181561077, 30.64018965184635, 19.64082579712508]"
superman,"['superman', 'knee-hold-marley-release', 'split-grip-inverted-butterfly-extended', 'split-grip-pancake-split']","[5.66187390845288e-14, 4.363008263244665e-14, 5.0433699857047116e-14, 1.8343152052912405e-14]","['superman', 'thigh-hold-release', 'shoulder-mount-princess-grip-straddle', 'elbow-grip-inverted-ayesha']","[21.405832200444177, 17.2151858644767, 5.949196574500196, 19.177434000865137]","['superman', 'thigh-hold-release', 'cross-grip-straddle', 'shoulder-mount-princess-grip-straddle']","[173.2686819615473, 157.15816123761834, 124.62158395539328, 101.27671597440822]","['superman', 'shoulder-mount-princess-grip-straddle', 'thigh-hold-release', 'thigh-hold-crescent-moon']","[43.34550479117428, 40.393516691726376, 29.602336941011718, 50.08833932704799]"
handstand-split,"['handstand-split', 'thigh-hold-release', 'split-grip-inverted-butterfly-extended', 'handstand-pole']","[5.700004079270439e-14, 2.8510995526398376e-14, 3.1145460201293506e-14, 1.5302709625616724e-14]","['handstand-split', 'shoulder-mount-split', 'armpit-hold-passe', 'split-grip-inverted-butterfly-extended']","[25.111638440389584, 11.147732769036253, 5.4032857865088895, 4.4072372646526325]","['handstand-split', 'thigh-hold-release', 'shoulder-mount-split', 'split-grip-inverted-butterfly-extended']","[172.52803799542525, 94.26807455326258, 90.44971681415657, 58.456608588889594]","['handstand-split', 'strong-hold-inverted-straddle', 'iguana-grip-bow-and-arrow', 'strong-hold-side-split']","[43.063265168401635, 19.888588796885756, 8.851169166660961, 31.499090877401404]"
thigh-hold-dragonfly-crossed,"['thigh-hold-dragonfly-crossed', 'knee-hold-marley', 'iguana-grip-fang', 'knee-hold-one-knee-genie']","[1.570092181792049e-14, 5.3045668988226985e-14, 2.0793154433392456e-14, 3.5995755188312816e-14]","['thigh-hold-dragonfly-crossed', 'handstand-tucked', 'iguana-grip-fang', 'fireman-knee-hold']","[8.596510398718742, 20.693096495565584, 11.226828310791596, 18.669428890800166]","['thigh-hold-dragonfly-crossed', 'iguana-grip-fang', 'knee-hold-marley', 'handstand-tucked']","[53.01294838279049, 129.6810985153273, 113.80644409087384, 111.53922030509526]","['thigh-hold-dragonfly-crossed', 'stomach-hold-inverted-tuck', 'iguana-grip-fang', 'armpit-hold-seated']","[13.824943080511582, 36.93239593989865, 23.93420155065009, 22.649823215739]"
crossed-knee-layback,"['crossed-knee-layback', 'handstand-pole', 'thigh-hold-release', 'split-grip-pancake-split']","[5.804292927614164e-14, 1.6231375466450994e-14, 2.7399241524576207e-14, 1.7966040599723256e-14]","['crossed-knee-layback', 'handstand-pole', 'elbow-grip-straddle', 'split-grip-inverted-pencil']","[22.858373566679884, 6.846392539817695, 7.8910170830356545, 21.425803327230668]","['crossed-knee-layback', 'handstand-bridged', 'armpit-hold-passe', 'stomach-hold-passe-spaceflight']","[137.6562776890822, 104.52647740352977, 84.23982602210799, 145.1359241862827]","['crossed-knee-layback', 'one-hand-twisted-spin-rght', 'handstand-bridged', 'knee-hold-marley-release']","[32.77850364593733, 27.348281037780776, 20.28904464649874, 34.12253973860512]"
leg-hang-scorpion-flatliner,"['leg-hang-scorpion-flatliner', 'strong-hold-fang', 'back-hold-allergra-split', 'handstand-floor-handspring']","[4.030553048306712e-14, 2.4598302886043463e-14, 2.5367273463270016e-14, 2.4462173585961852e-14]","['leg-hang-scorpion-flatliner', 'armpit-hold-dart', 'split-grip-backward-split', 'strong-hold-fang']","[18.382021018310077, 8.299045060241992, 13.502864222606709, 13.495012399652186]","['leg-hang-scorpion-flatliner', 'split-grip-side-v', 'armpit-hold-dart', 'back-hold-allergra-split']","[139.31198434431283, 109.25033727468666, 150.2970597534535, 72.70421026830451]","['leg-hang-scorpion-flatliner', 'strong-hold-side-split', 'split-grip-side-v', 'iguana-grip-bow-and-arrow']","[36.07596844934039, 27.12483758982028, 25.9466151586176, 22.529045446292507]"
stomach-hold-inverted-pike,"['stomach-hold-inverted-pike', 'baseball-back-support-grip-foward-pike', 'elbow-grip-pencil', 'one-hand-twisted-lateral-spin']","[4.593649993863302e-14, 3.6211587168497095e-14, 2.4751012352059196e-14, 4.371989624298281e-14]","['stomach-hold-inverted-pike', 'one-hand-twisted-lateral-spin', 'elbow-grip-pencil', 'shoulder-mount-jack-knife']","[16.44150121497134, 13.35773810766145, 8.251992767399779, 17.772697150443637]","['stomach-hold-inverted-pike', 'baseball-back-support-grip-foward-pike', 'fireman-piker', 'shoulder-mount-jack-knife']","[148.38216835338292, 151.26836566035948, 111.62177494504029, 115.9812178777769]","['stomach-hold-inverted-pike', 'shoulder-mount-jack-knife', 'fireman-piker', 'shoulder-mount-plank']","[35.113418207135254, 40.27512965984751, 25.36644015793624, 15.177997979457038]"
iguana-grip-pixie,"['iguana-grip-pixie', 'shoulder-mount-straddle', 'split-grip-front-split', 'flag-grip-straddle']","[4.441741636899208e-14, 3.152949724398592e-14, 2.5622184737596915e-14, 8.005164829112735e-15]","['iguana-grip-pixie', 'armpit-hold-front-split', 'superman-scissors', 'forearm-grip-inverted-pencil']","[18.8982191477612, 11.966513779210603, 4.940234605050477, 5.113218237377089]","['iguana-grip-pixie', 'flag-grip-straddle', 'shoulder-mount-straddle', 'split-grip-front-split']","[109.38147638085132, 77.47629603201374, 117.15042535388594, 125.35716312258792]","['iguana-grip-pixie', 'flag-grip-straddle', 'knee-hold-marley-release', 'handstand-bridged']","[28.239444067336166, 18.421776575618285, 25.474362904177376, 21.05762390987882]"
split-grip-straddle,"['split-grip-straddle', 'strong-hold-straddle', 'forearm-grip-inverted-pencil', 'handstand-bridged']","[5.2699485328971037e-14, 2.2952937369209027e-14, 1.2910014905446349e-14, 2.3395956182840003e-14]","['split-grip-straddle', 'superman-scissors', 'strong-hold-straddle', 'cross-grip-straddle']","[19.69016676728042, 5.6491048074629795, 4.388826024594686, 5.86155120051317]","['split-grip-straddle', 'strong-hold-straddle', 'flag-grip-straddle', 'strong-hold-inverted-split']","[143.12631641628653, 62.79657154507658, 64.18032049402356, 47.03594416438918]","['split-grip-straddle', 'armpit-hold-front-split', 'superman-scissors', 'chair-pike']","[33.48961601877756, 9.512413072687991, 14.399711557586652, 16.978589466980033]"
armpit-hold-passe,"['armpit-hold-passe', 'knee-hold-marley-release', 'back-hold-allergra', 'knee-hold-genie-release']","[2.838315765191818e-14, 2.7986852517589163e-14, 4.3477033788526465e-14, 3.389082390081347e-14]","['armpit-hold-passe', 'crossed-knee-stargazer', 'stomach-hold-vertical-duchess', 'back-hold-allergra']","[18.233114163093543, 20.39102340978556, 20.94606417145041, 9.599072657604115]","['armpit-hold-passe', 'back-hold-allergra', 'knee-hold-marley-release', 'one-hand-twisted-spin-rght']","[148.50570649048666, 137.5562967596749, 32.462724126175765, 84.96858805034154]","['armpit-hold-passe', 'back-hold-allergra', 'one-hand-twisted-spin-rght', 'iguana-grip-pixie']","[40.366980493051834, 39.46528978601032, 8.416383526424273, 21.845548137552452]"
knee-hook-front,"['knee-hook-front', 'forearm-grip-pencil', 'fireman-hollywood', 'shoulder-mount-lock']","[3.288390978439074e-14, 4.92625910406109e-14, 5.5986306623754044e-15, 2.502988422835382e-14]","['knee-hook-front', 'fang-bracket-grip', 'forearm-grip-pencil', 'flag-grip-straddle']","[14.879283317128843, 9.965124771816559, 7.192482117190696, 7.951105542960753]","['knee-hook-front', 'iguana-grip-pixie', 'flag-grip-straddle', 'one-hand-twisted-spin-rght']","[84.85065672621276, 168.82080817896212, 63.55748056477517, 50.704528624443086]","['knee-hook-front', 'armpit-hold-scorpion', 'split-grip-inverted-fang', 'split-grip-side-spin']","[20.808547305471638, 33.78974662881323, 16.232163393740592, 19.56193826254809]"
shoulder-mount-princess-grip-straddle,"['shoulder-mount-princess-grip-straddle', 'shoulder-mount-kick', 'elbow-grip-straddle', 'thigh-hold-crescent-moon']","[5.868169326184572e-14, 2.143136627829608e-14, 1.4427197722748913e-14, 1.6884140311865142e-14]","['shoulder-mount-princess-grip-straddle', 'superman', 'shoulder-mount-plank', 'split-grip-inverted-pencil']","[21.41753711393116, 5.444468094647479, 2.856727790197462, 21.24578588444189]","['shoulder-mount-princess-grip-straddle', 'thigh-hold-crescent-moon', 'superman', 'shoulder-mount-kick']","[173.55948611480784, 62.56225660321633, 112.99442649552469, 116.26867392073312]","['shoulder-mount-princess-grip-straddle', 'superman', 'thigh-hold-crescent-moon', 'split-grip-inverted-pencil']","[42.063090310099774, 7.517223380766129, 15.393375459119907, 26.926930160425268]"
forearm-grip-stag,"['forearm-grip-stag', 'knee-hold-marley-release', 'knee-hold-marley', 'iguana-grip-fang']","[2.5701194717055207e-14, 3.495897445287325e-14, 4.58769286887799e-14, 2.2834237602956906e-14]","['forearm-grip-stag', 'handstand-tucked', 'split-grip-inverted-butterfly', 'thigh-hold-dragonfly-crossed']","[11.031305410591656, 12.719227758217789, 4.207923884755252, 16.388415650922305]","['forearm-grip-stag', 'knee-hold-remi-sit-release', 'split-grip-stag', 'iguana-grip-fang']","[85.65017656575107, 127.20636722141151, 122.58211989949655, 119.04624522175949]","['forearm-grip-stag', 'knee-hold-daredevil', 'split-grip-stag', 'knee-hold-remi-sit']","[19.71578600479746, 30.637137799072427, 33.999745144136064, 41.717517271520656]"
handstand-bridged,"['handstand-bridged', 'iguana-grip-pencil', 'thigh-hold-dragon-fly', 'split-grip-straddle']","[5.345013690076864e-14, 1.617453463816473e-14, 4.8207135640356005e-14, 3.0183128366365346e-14]","['handstand-bridged', 'one-hand-twisted-spin-rght', 'armpit-hold-front-split', 'crossed-knee-layback']","[21.558365417892947, 6.134411142289356, 7.600766664591665, 4.916199339017941]","['handstand-bridged', 'crossed-knee-layback', 'armpit-hold-passe', 'thigh-hold-dragon-fly']","[134.9837735327831, 107.46639362067327, 83.65903012629552, 117.06387139201142]","['handstand-bridged', 'knee-hold-marley-release', 'reverse-grab-fang', 'crossed-knee-layback']","[30.967919165191837, 25.599376304360646, 34.45624945586859, 21.983243283970864]"
hook-knee-one-hand,"['hook-knee-one-hand', 'handstand-onehand', 'split-grip-cupid', 'chair-passe']","[3.1318527441605426e-14, 2.5507179421962036e-14, 2.916717681463806e-14, 2.7750649153938502e-14]","['hook-knee-one-hand', 'handstand-onehand', 'hook-knee-two-hands', 'outside-knee-hook-inverted']","[10.216307220145843, 8.730491176182078, 6.0465897999969975, 13.375916410233977]","['hook-knee-one-hand', 'split-grip-cupid', 'hook-knee-two-hands', 'chair-passe']","[88.66071923385923, 117.35269058452994, 123.8699035860198, 130.8645766209082]","['hook-knee-one-hand', 'split-grip-cupid', 'hook-knee-two-hands', 'reverse-grab-ballerina']","[16.06520123730403, 25.833312341495173, 27.50060935526009, 31.194786112065156]"
knee-hold-remi-sit-release,"['knee-hold-remi-sit-release', 'knee-hold-genie', 'fireman-half-pike', 'chair-passe']","[7.989955485641178e-15, 3.9755676885949464e-14, 5.54733474624218e-14, 4.260168083050676e-14]","['knee-hold-remi-sit-release', 'fireman-half-pike', 'chair-seated', 'split-grip-tucked-spin']","[2.186748700187592, 20.587449065056337, 19.958672680799367, 9.084190411012681]","['knee-hold-remi-sit-release', 'knee-hold-genie', 'chair-seated', 'fireman-seat']","[40.460465518599385, 143.85138911541418, 194.84759312036562, 162.51505610382577]","['knee-hold-remi-sit-release', 'chair-seated', 'elbow-grip-seated', 'fireman-half-pike']","[8.79304736034892, 39.65588616588902, 27.50038302540226, 44.150020611727015]"
leg-hang-gemini-foot-hold,"['leg-hang-gemini-foot-hold', 'leg-hang-needle', 'leg-hang-scorpion', 'handstand-butterfly']","[3.203002047825027e-14, 3.31610467682271e-14, 2.8024344281773016e-14, 6.405210843490547e-15]","['leg-hang-gemini-foot-hold', 'leg-hang-scorpion', 'leg-hang-needle', 'leg-hang-gemini']","[19.098566064147978, 12.51031905984452, 18.93991202525331, 2.6480631636059577]","['leg-hang-gemini-foot-hold', 'leg-hang-gemini', 'strong-hold-fang', 'knee-hold-genie-release']","[100.07243193819777, 122.09603717523024, 69.20220378960154, 90.3865729602509]","['leg-hang-gemini-foot-hold', 'reverse-grab-attitude', 'leg-hang-gemini', 'crossed-knee-stargazer']","[29.176556920038685, 31.076119048293926, 26.931668701146798, 36.44917764527661]"
leg-hang-scorpion-hold,"['leg-hang-scorpion-hold', 'handstand-tucked', 'split-grip-side-spin', 'hook-knee-one-hand']","[1.5994000765270918e-14, 5.025365632301769e-14, 2.473410783749982e-14, 5.113758452358721e-14]","['leg-hang-scorpion-hold', 'shoulder-mount-tuck', 'baseball-back-support-grip-tuck', 'stomach-hold-inverted-tuck']","[11.63491983732694, 18.10980134930585, 5.318300853491346, 17.036972852470598]","['leg-hang-scorpion-hold', 'split-grip-side-spin', 'hook-knee-one-hand', 'split-grip-inverted-butterfly']","[90.1134210182821, 115.74913565114943, 66.17093327160663, 65.5758627007113]","['leg-hang-scorpion-hold', 'hook-knee-one-hand', 'elbow-grip-fang', 'split-grip-side-spin']","[22.46518103881904, 27.451309482615084, 11.674140643484407, 21.71909647348734]"
tuck-hold,"['tuck-hold', 'leg-hold-inverted-crucifix', 'flag-grip-pencil', 'split-grip-side-spin']","[2.2382986533103576e-14, 2.66964408247837e-14, 4.0102429574438577e-14, 3.67442911168543e-14]","['tuck-hold', 'leg-hold-inverted-crucifix', 'flag-grip-pencil', 'leg-hold-crucifix']","[9.861461159869863, 12.997913787229754, 17.352544045804212, 10.174335500392889]","['tuck-hold', 'leg-hold-inverted-crucifix', 'fireman-knee-hold', 'flag-grip-pencil']","[71.08930541896659, 97.54261760370387, 135.89893448665634, 110.08335595158923]","['tuck-hold', 'leg-hold-inverted-crucifix', 'strong-hold-corkscrew', 'fireman-knee-hold']","[10.202172826181421, 18.90472199827705, 35.065019239305265, 30.963814359564694]"
thigh-hold-release,"['thigh-hold-release', 'knee-hold-cupid', 'superman', 'iguana-grip-inverted-v']","[5.6561274240492e-14, 2.244167279366344e-14, 3.496882707211394e-14, 1.559855855591466e-14]","['thigh-hold-release', 'superman', 'leg-hold-inverted-crucifix-release', 'knee-hold-cupid']","[20.393114638211042, 5.931572636284928, 7.6034537120556625, 8.905020756492263]","['thigh-hold-release', 'superman', 'wrist-sit-straddle', 'cross-grip-straddle']","[172.8745471702272, 77.62419274386286, 125.38795750129201, 152.13955546744353]","['thigh-hold-release', 'superman', 'shoulder-mount-princess-grip-straddle', 'knee-hold-cupid']","[41.979174081653056, 16.968948732901456, 10.510436948017439, 14.334272270727636]"
knee-hold-marley-release,"['knee-hold-marley-release', 'split-grip-pancake-split', 'superman', 'cross-grip-straddle']","[5.380497256928538e-14, 5.150845433205782e-14, 1.231982395256801e-14, 3.148232318480253e-14]","['knee-hold-marley-release', 'split-grip-pancake-split', 'bridge', 'elbow-grip-inverted-ayesha']","[21.825857306458737, 19.149231097131054, 5.571333204858837, 21.77669352664209]","['knee-hold-marley-release', 'twisted-grip-inverted-straddle', 'split-grip-tucked-passe', 'flag-grip-straddle']","[126.29237153477673, 74.21412004817945, 125.0314684742079, 103.93497903142858]","['knee-hold-marley-release', 'handstand-bridged', 'twisted-grip-inverted-straddle', 'reverse-grab-fang']","[31.819306350585506, 18.91648607625208, 35.295874198899554, 22.427397160978526]"
flag-grip-straddle,"['flag-grip-straddle', 'superman-scissors', 'strong-hold-inverted-split', 'pole-walk']","[4.153855509758529e-14, 2.798063662093358e-14, 2.953691709379436e-14, 2.649490419150844e-14]","['flag-grip-straddle', 'superman-scissors', 'fang-bracket-grip', 'reverse-grab-straddle']","[15.740471395492495, 10.716026689074637, 3.3655847609484306, 8.646789718753354]","['flag-grip-straddle', 'superman-scissors', 'strong-hold-inverted-split', 'reverse-grab-straddle']","[127.54707195389156, 66.68112694910754, 79.19741056319299, 70.90742268861887]","['flag-grip-straddle', 'superman-scissors', 'fang-bracket-grip', 'strong-hold-inverted-split']","[29.733595028587857, 15.948659625822597, 8.623087325020368, 16.245813234615955]"
knee-hold-genie-release,"['knee-hold-genie-release', 'split-grip-inverted-butterfly', 'leg-hang-gemini', 'handstand-tucked']","[1.9951494548341796e-14, 4.596383847708375e-14, 3.7333044771018056e-14, 3.568817532193647e-14]","['knee-hold-genie-release', 'split-grip-inverted-butterfly', 'knee-hook-back', 'knee-hold-one-knee-genie']","[14.812616241544884, 16.249635002348846, 13.377811430900074, 5.407357602562249]","['knee-hold-genie-release', 'leg-hang-gemini', 'knee-hold-marley', 'handstand-tucked']","[73.96118548838278, 142.1479123006174, 159.7863326092569, 151.27046714885856]","['knee-hold-genie-release', 'leg-hang-gemini', 'knee-hold-marley', 'reverse-grab-attitude']","[23.13798946431861, 34.91828881837282, 38.47674741752281, 40.27512965984751]"
split-grip-inverted-d,"['split-grip-inverted-d', 'split-grip-apprentice', 'split-grip-pencil', 'bridge']","[6.038776015952187e-14, 2.6722151073898246e-14, 2.48684599918665e-14, 4.136094139740888e-14]","['split-grip-inverted-d', 'split-grip-apprentice', 'twisted-grip-inverted-straddle', 'iguana-grip-inverted-v']","[24.072218027465574, 10.004562537347576, 7.789864243087991, 23.258988268794607]","['split-grip-inverted-d', 'elbow-grip-inverted-ayesha', 'iguana-grip-pencil', 'cross-grip-straddle']","[176.9853684866569, 82.14083828942717, 169.83812543893166, 113.32481402001406]","['split-grip-inverted-d', 'shoulder-mount-hangman', 'shoulder-mount-kick', 'shoulder-mount-plank']","[45.281722218298235, 20.93159472436798, 14.416734832498202, 28.670350279246975]"
fireman-piker,"['fireman-piker', 'stomach-hold-inverted-pike', 'knee-hold-cupid', 'elbow-grip-pencil']","[4.656058087670042e-14, 2.0445598624223543e-14, 2.4893597595005312e-14, 2.8114132637293788e-14]","['fireman-piker', 'elbow-grip-inverted-ayesha', 'elbow-grip-pencil', 'stomach-hold-inverted-pike']","[17.25590852977296, 14.53354094543846, 10.896481871451005, 10.642372390462704]","['fireman-piker', 'stomach-hold-inverted-pike', 'elbow-grip-pencil', 'one-hand-twisted-lateral-spin']","[137.17363236357815, 81.00496833754961, 81.03609758288856, 84.99864813046443]","['fireman-piker', 'stomach-hold-inverted-pike', 'elbow-grip-pencil', 'elbow-grip-inverted-ayesha']","[33.58393594732637, 24.19317455507854, 19.527989242665527, 23.18104491313392]"
flag-grip-pencil,"['flag-grip-pencil', 'one-hand-twisted-lateral-spin', 'leg-hold-crucifix', 'tuck-hold']","[2.99970387535176e-14, 2.1552326653548798e-14, 2.4471686054888445e-14, 2.4894649529187555e-14]","['flag-grip-pencil', 'one-hand-twisted-lateral-spin', 'leg-hold-crucifix', 'strong-hold-corkscrew']","[11.251721832958387, 8.991868464103211, 15.250787095167269, 16.54453857765099]","['flag-grip-pencil', 'one-hand-twisted-lateral-spin', 'leg-hold-crucifix', 'tuck-hold']","[88.75456077729727, 75.10341740063342, 90.36340677185812, 125.37351398618574]","['flag-grip-pencil', 'elbow-grip-pencil', 'strong-hold-corkscrew', 'handstand-onehand']","[18.89433953439179, 14.572353657631373, 29.663829370616448, 31.520573311898715]"
handstand-floor-handspring,"['handstand-floor-handspring', 'twisted-grip-inverted-straddle', 'iguana-grip-inverted-v', 'iguana-grip-bow-and-arrow']","[6.274880432228706e-14, 1.1436836546351663e-14, 5.216215132247901e-14, 2.0323907224144804e-14]","['handstand-floor-handspring', 'split-grip-backward-split', 'strong-hold-side-split', 'strong-hold-inverted-straddle']","[25.69889112310287, 2.35413194105306, 9.703463991356395, 11.718124470713306]","['handstand-floor-handspring', 'split-grip-backward-split', 'iguana-grip-inverted-v', 'split-grip-pancake-split']","[170.27123552189948, 34.43416472586074, 76.91374434286784, 161.61638740975627]","['handstand-floor-handspring', 'split-grip-backward-split', 'handstand-split', 'strong-hold-inverted-straddle']","[42.42543080862669, 3.649285409226123, 15.636297064170245, 18.709926086037758]"
iguana-grip-bow-and-arrow,"['iguana-grip-bow-and-arrow', 'strong-hold-inverted-straddle', 'flag-grip-straddle', 'armpit-hold-dart']","[3.8282283826656633e-14, 1.569290315252531e-14, 2.7980398094497126e-14, 1.5728658078460565e-14]","['iguana-grip-bow-and-arrow', 'split-grip-backward-split', 'leg-hang-scorpion-flatliner', 'flag-grip-straddle']","[18.116896615760353, 2.6387733406614964, 8.424187832407009, 16.3939460321543]","['iguana-grip-bow-and-arrow', 'split-grip-backward-split', 'handstand-pole', 'superman-armpit-grip']","[139.05015044941118, 42.24314422742006, 111.76309745507992, 162.86906568484645]","['iguana-grip-bow-and-arrow', 'split-grip-backward-split', 'forearm-grip-inverted-pencil', 'leg-hang-scorpion-flatliner']","[37.39023676673325, 8.088489891015621, 27.34026798689416, 12.332760913193482]"
knee-hook-back,"['knee-hook-back', 'one-hand-twisted-spin-rght', 'superman-scissors', 'strong-hold-side-split']","[5.1169890148829874e-14, 3.6893443374119335e-14, 2.1296451381571e-14, 5.054015412788004e-14]","['knee-hook-back', 'one-hand-twisted-spin-rght', 'armpit-hold-passe', 'handstand-split']","[23.80588258569555, 13.952327864218828, 10.260193638610149, 3.468160562179583]","['knee-hook-back', 'one-hand-twisted-spin-rght', 'reverse-grab-fang', 'stomach-hold-passe-spaceflight']","[130.44890989558172, 84.59144058399238, 85.5868634819928, 99.36122145359015]","['knee-hook-back', 'reverse-grab-fang', 'one-hand-twisted-spin-rght', 'armpit-hold-passe']","[34.6111577129107, 19.00560671563097, 32.034724099407946, 20.827007189386396]"
chair-seated,"['chair-seated', 'fireman-hollywood', 'fireman-seat', 'knee-hold-remi-sit']","[3.537497413306978e-14, 6.742747141046711e-14, 6.050128150795386e-14, 5.848896010655674e-14]","['chair-seated', 'knee-hold-genie', 'elbow-grip-seated', 'hook-knee-two-hands']","[6.748956529250823, 26.171557434582454, 9.197285063055967, 23.361749939512087]","['chair-seated', 'fireman-seat', 'knee-hold-remi-sit', 'knee-hold-genie']","[102.92224634322977, 179.3655807320204, 60.756876251531516, 176.56825620072115]","['chair-seated', 'knee-hold-genie', 'knee-hold-remi-sit-release', 'crossed-knee-release']","[11.898698986134491, 44.06706282262865, 44.05963113679706, 32.1554187340577]"
knee-hold-cupid,"['knee-hold-cupid', 'superman-scissors', 'split-grip-tucked-passe', 'split-grip-inverted-d']","[4.872038943407558e-14, 1.305463346910478e-14, 1.888844289118901e-14, 4.8641338571056384e-14]","['knee-hold-cupid', 'split-grip-inverted-pencil', 'thigh-hold-crescent-moon', 'split-grip-inverted-d']","[19.34185907761044, 6.0355931579952165, 16.429354006597055, 13.180145169348627]","['knee-hold-cupid', 'shoulder-mount-princess-grip-straddle', 'split-grip-inverted-pencil', 'superman']","[160.51722462398462, 51.157197779194604, 49.01842909399193, 0.8783516315269431]","['knee-hold-cupid', 'cross-grip-straddle', 'superman', 'split-grip-inverted-d']","[40.646237570408836, 12.049713784826269, 5.654658136702408, 41.492745130418115]"
cross-grip-straddle,"['cross-grip-straddle', 'strong-hold-straddle', 'split-grip-pancake-split', 'split-grip-tucked-passe']","[5.115033971021604e-14, 1.3430400012788128e-14, 5.1001372289363744e-14, 1.4274893330723268e-14]","['cross-grip-straddle', 'elbow-grip-inverted-ayesha', 'wrist-sit-straddle', 'strong-hold-straddle']","[20.616064373479528, 2.9458052674632786, 8.815990561428102, 12.398999195082421]","['cross-grip-straddle', 'strong-hold-straddle', 'wrist-sit-straddle', 'split-grip-pancake-split']","[161.22317007648812, 38.21415733223192, 176.1161473774235, 21.026253985776254]","['cross-grip-straddle', 'strong-hold-straddle', 'knee-hold-cupid', 'thigh-hold-crescent-moon']","[41.247773713104614, 7.404579107603938, 45.57753148983843, 19.456199110444043]"
one-hand-twisted-spin-rght,"['one-hand-twisted-spin-rght', 'knee-hook-back', 'superman-scissors', 'split-grip-straddle']","[4.833687974952604e-14, 2.041995701223065e-14, 1.8912339683743915e-14, 4.8296654051000605e-14]","['one-hand-twisted-spin-rght', 'handstand-bridged', 'armpit-hold-front-split', 'knee-hook-back']","[21.538226600550555, 6.787077470802266, 7.787504702850698, 5.639659343650441]","['one-hand-twisted-spin-rght', 'knee-hook-back', 'reverse-grab-fang', 'crossed-knee-layback']","[119.69245000143704, 113.44145240755122, 84.84306594783753, 104.20014882195677]","['one-hand-twisted-spin-rght', 'stomach-hold-vertical-duchess', 'knee-hook-back', 'reverse-grab-fang']","[31.052039423822187, 25.973601938200325, 32.7527656022243, 27.136022934548155]"
